ポケモン名,フォルム名,経路,レベル,技名
ダイケンキ,ヒスイのすがた,わざマシン,,シザークロス
ダイケンキ,ヒスイのすがた,わざマシン,,しんくうは
ダイケンキ,ヒスイのすがた,わざマシン,,ギガインパクト
ダイケンキ,ヒスイのすがた,わざマシン,,ゆきなだれ
ダイケンキ,ヒスイのすがた,わざマシン,,くさむすび
ダイケンキ,ヒスイのすがた,レベルアップ,34,アクアジェット
ダイケンキ,ヒスイのすがた,レベルアップ,51,かたきうち
ダイケンキ,ヒスイのすがた,わざマシン,,みずのちかい
ダイケンキ,ヒスイのすがた,わざマシン,,じならし
ダイケンキ,ヒスイのすがた,わざマシン,,ドリルライナー
ダイケンキ,ヒスイのすがた,レベルアップ,18,シェルブレード
ダイケンキ,ヒスイのすがた,わざマシン,,バークアウト
ダイケンキ,ヒスイのすがた,わざマシン,,じごくづき
ダイケンキ,ヒスイのすがた,わざマシン,,スマートホーン
ダイケンキ,ヒスイのすがた,わざマシン,,アクアブレイク
ダイケンキ,ヒスイのすがた,わざマシン,,うっぷんばらし
ダイケンキ,ヒスイのすがた,わざマシン,,クイックターン
ダイケンキ,ヒスイのすがた,レベルアップ,0,ひけん・ちえなみ
ダイケンキ,ヒスイのすがた,わざマシン,,テラバースト
ダイケンキ,ヒスイのすがた,わざマシン,,ゆきげしき
ダイケンキ,ヒスイのすがた,わざマシン,,ひやみず
ダイケンキ,ヒスイのすがた,わざマシン,,はやてがえし
シママ,通常,レベルアップ,25,ふみつけ
シママ,通常,タマゴ,,にどげり
シママ,通常,タマゴ,,すなかけ
シママ,通常,わざマシン,,のしかかり
シママ,通常,わざマシン,,とっしん
シママ,通常,レベルアップ,40,あばれる
シママ,通常,わざマシン,,すてみタックル
シママ,通常,レベルアップ,4,しっぽをふる
シママ,通常,わざマシン,,けたぐり
シママ,通常,わざマシン,,10まんボルト
シママ,通常,レベルアップ,15,でんじは
シママ,通常,わざマシン,,でんじは
シママ,通常,わざマシン,,かみなり
シママ,通常,レベルアップ,33,こうそくいどう
シママ,通常,わざマシン,,こうそくいどう
シママ,通常,レベルアップ,1,でんこうせっか
シママ,通常,タマゴ,,いやなおと
シママ,通常,わざマシン,,ひかりのかべ
シママ,通常,わざマシン,,スピードスター
シママ,通常,わざマシン,,ねむる
シママ,通常,わざマシン,,みがわり
シママ,通常,わざマシン,,まもる
シママ,通常,わざマシン,,こらえる
シママ,通常,レベルアップ,22,スパーク
シママ,通常,わざマシン,,ねごと
シママ,通常,わざマシン,,バトンタッチ
シママ,通常,わざマシン,,あまごい
シママ,通常,わざマシン,,にほんばれ
シママ,通常,わざマシン,,さわぐ
シママ,通常,わざマシン,,からげんき
シママ,通常,レベルアップ,8,じゅうでん
シママ,通常,わざマシン,,じゅうでん
シママ,通常,わざマシン,,てだすけ
シママ,通常,わざマシン,,がむしゃら
シママ,通常,レベルアップ,11,でんげきは
シママ,通常,タマゴ,,フェイント
シママ,通常,レベルアップ,29,ほうでん
シママ,通常,わざマシン,,チャージビーム
シママ,通常,わざマシン,,エレキボール
シママ,通常,レベルアップ,18,ニトロチャージ
シママ,通常,わざマシン,,ニトロチャージ
シママ,通常,わざマシン,,ボルトチェンジ
シママ,通常,わざマシン,,エレキネット
シママ,通常,レベルアップ,35,ワイルドボルト
シママ,通常,わざマシン,,ワイルドボルト
シママ,通常,わざマシン,,かいでんぱ
シママ,通常,わざマシン,,エレキフィールド
シママ,通常,わざマシン,,スマートホーン
シママ,通常,わざマシン,,テラバースト
シママ,通常,わざマシン,,くさわけ
シママ,通常,わざマシン,,サンダーダイブ
ゼブライカ,通常,レベルアップ,31,ふみつけ
ゼブライカ,通常,タマゴ,,にどげり
ゼブライカ,通常,タマゴ,,すなかけ
ゼブライカ,通常,わざマシン,,のしかかり
ゼブライカ,通常,わざマシン,,とっしん
ゼブライカ,通常,レベルアップ,53,あばれる
ゼブライカ,通常,わざマシン,,すてみタックル
ゼブライカ,通常,レベルアップ,1,しっぽをふる
ゼブライカ,通常,わざマシン,,ほえる
ゼブライカ,通常,わざマシン,,はかいこうせん
ゼブライカ,通常,わざマシン,,けたぐり
ゼブライカ,通常,わざマシン,,10まんボルト
ゼブライカ,通常,レベルアップ,1,でんじは
ゼブライカ,通常,わざマシン,,でんじは
ゼブライカ,通常,わざマシン,,かみなり
ゼブライカ,通常,レベルアップ,42,こうそくいどう
ゼブライカ,通常,わざマシン,,こうそくいどう
ゼブライカ,通常,レベルアップ,1,でんこうせっか
ゼブライカ,通常,タマゴ,,いやなおと
ゼブライカ,通常,わざマシン,,ひかりのかべ
ゼブライカ,通常,わざマシン,,スピードスター
ゼブライカ,通常,わざマシン,,ねむる
ゼブライカ,通常,わざマシン,,みがわり
ゼブライカ,通常,わざマシン,,まもる
ゼブライカ,通常,わざマシン,,こらえる
ゼブライカ,通常,レベルアップ,25,スパーク
ゼブライカ,通常,わざマシン,,ねごと
ゼブライカ,通常,わざマシン,,バトンタッチ
ゼブライカ,通常,わざマシン,,あまごい
ゼブライカ,通常,わざマシン,,にほんばれ
ゼブライカ,通常,わざマシン,,さわぐ
ゼブライカ,通常,わざマシン,,からげんき
ゼブライカ,通常,レベルアップ,1,じゅうでん
ゼブライカ,通常,わざマシン,,じゅうでん
ゼブライカ,通常,わざマシン,,ちょうはつ
ゼブライカ,通常,わざマシン,,てだすけ
ゼブライカ,通常,わざマシン,,がむしゃら
ゼブライカ,通常,わざマシン,,オーバーヒート
ゼブライカ,通常,レベルアップ,11,でんげきは
ゼブライカ,通常,タマゴ,,フェイント
ゼブライカ,通常,わざマシン,,ギガインパクト
ゼブライカ,通常,レベルアップ,36,ほうでん
ゼブライカ,通常,わざマシン,,チャージビーム
ゼブライカ,通常,わざマシン,,エレキボール
ゼブライカ,通常,レベルアップ,18,ニトロチャージ
ゼブライカ,通常,わざマシン,,ニトロチャージ
ゼブライカ,通常,わざマシン,,ボルトチェンジ
ゼブライカ,通常,わざマシン,,じならし
ゼブライカ,通常,わざマシン,,エレキネット
ゼブライカ,通常,レベルアップ,47,ワイルドボルト
ゼブライカ,通常,わざマシン,,ワイルドボルト
ゼブライカ,通常,わざマシン,,かいでんぱ
ゼブライカ,通常,わざマシン,,エレキフィールド
ゼブライカ,通常,わざマシン,,10まんばりき
ゼブライカ,通常,わざマシン,,スマートホーン
ゼブライカ,通常,わざマシン,,テラバースト
ゼブライカ,通常,わざマシン,,くさわけ
ゼブライカ,通常,わざマシン,,サンダーダイブ
モグリュー,通常,レベルアップ,4,ひっかく
モグリュー,通常,レベルアップ,36,つるぎのまい
モグリュー,通常,わざマシン,,つるぎのまい
モグリュー,通常,わざマシン,,とっしん
モグリュー,通常,わざマシン,,すてみタックル
モグリュー,通常,レベルアップ,44,じしん
モグリュー,通常,わざマシン,,じしん
モグリュー,通常,レベルアップ,48,じわれ
モグリュー,通常,レベルアップ,32,あなをほる
モグリュー,通常,わざマシン,,あなをほる
モグリュー,通常,レベルアップ,12,みだれひっかき
モグリュー,通常,わざマシン,,ねむる
モグリュー,通常,レベルアップ,28,いわなだれ
モグリュー,通常,わざマシン,,いわなだれ
モグリュー,通常,タマゴ,,きりさく
モグリュー,通常,わざマシン,,みがわり
モグリュー,通常,わざマシン,,のろい
モグリュー,通常,わざマシン,,まもる
モグリュー,通常,レベルアップ,1,どろかけ
モグリュー,通常,わざマシン,,どろかけ
モグリュー,通常,レベルアップ,20,すなあらし
モグリュー,通常,わざマシン,,すなあらし
モグリュー,通常,わざマシン,,こらえる
モグリュー,通常,わざマシン,,ねごと
モグリュー,通常,レベルアップ,1,こうそくスピン
モグリュー,通常,レベルアップ,16,メタルクロー
モグリュー,通常,わざマシン,,メタルクロー
モグリュー,通常,わざマシン,,にほんばれ
モグリュー,通常,わざマシン,,からげんき
モグリュー,通常,わざマシン,,てだすけ
モグリュー,通常,わざマシン,,かわらわり
モグリュー,通常,レベルアップ,24,ブレイククロー
モグリュー,通常,わざマシン,,がんせきふうじ
モグリュー,通常,タマゴ,,きんぞくおん
モグリュー,通常,わざマシン,,きんぞくおん
モグリュー,通常,わざマシン,,すなじごく
モグリュー,通常,わざマシン,,つばめがえし
モグリュー,通常,わざマシン,,てっぺき
モグリュー,通常,わざマシン,,マッドショット
モグリュー,通常,わざマシン,,なげつける
モグリュー,通常,わざマシン,,どくづき
モグリュー,通常,わざマシン,,シザークロス
モグリュー,通常,わざマシン,,だいちのちから
モグリュー,通常,わざマシン,,シャドークロー
モグリュー,通常,わざマシン,,ステルスロック
モグリュー,通常,レベルアップ,8,つめとぎ
モグリュー,通常,わざマシン,,じならし
モグリュー,通常,レベルアップ,40,ドリルライナー
モグリュー,通常,わざマシン,,ドリルライナー
モグリュー,通常,わざマシン,,10まんばりき
モグリュー,通常,わざマシン,,じだんだ
モグリュー,通常,わざマシン,,ねっさのだいち
モグリュー,通常,わざマシン,,テラバースト
ドリュウズ,通常,レベルアップ,1,ひっかく
ドリュウズ,通常,レベルアップ,40,つるぎのまい
ドリュウズ,通常,わざマシン,,つるぎのまい
ドリュウズ,通常,レベルアップ,0,つのドリル
ドリュウズ,通常,わざマシン,,のしかかり
ドリュウズ,通常,わざマシン,,とっしん
ドリュウズ,通常,わざマシン,,すてみタックル
ドリュウズ,通常,わざマシン,,はかいこうせん
ドリュウズ,通常,レベルアップ,52,じしん
ドリュウズ,通常,わざマシン,,じしん
ドリュウズ,通常,レベルアップ,58,じわれ
ドリュウズ,通常,レベルアップ,34,あなをほる
ドリュウズ,通常,わざマシン,,あなをほる
ドリュウズ,通常,レベルアップ,12,みだれひっかき
ドリュウズ,通常,わざマシン,,ねむる
ドリュウズ,通常,レベルアップ,28,いわなだれ
ドリュウズ,通常,わざマシン,,いわなだれ
ドリュウズ,通常,タマゴ,,きりさく
ドリュウズ,通常,わざマシン,,みがわり
ドリュウズ,通常,わざマシン,,のろい
ドリュウズ,通常,わざマシン,,まもる
ドリュウズ,通常,わざマシン,,こわいかお
ドリュウズ,通常,レベルアップ,1,どろかけ
ドリュウズ,通常,わざマシン,,どろかけ
ドリュウズ,通常,レベルアップ,20,すなあらし
ドリュウズ,通常,わざマシン,,すなあらし
ドリュウズ,通常,わざマシン,,こらえる
ドリュウズ,通常,わざマシン,,ねごと
ドリュウズ,通常,レベルアップ,1,こうそくスピン
ドリュウズ,通常,レベルアップ,16,メタルクロー
ドリュウズ,通常,わざマシン,,メタルクロー
ドリュウズ,通常,わざマシン,,にほんばれ
ドリュウズ,通常,わざマシン,,からげんき
ドリュウズ,通常,わざマシン,,てだすけ
ドリュウズ,通常,わざマシン,,かわらわり
ドリュウズ,通常,レベルアップ,24,ブレイククロー
ドリュウズ,通常,わざマシン,,がんせきふうじ
ドリュウズ,通常,タマゴ,,きんぞくおん
ドリュウズ,通常,わざマシン,,きんぞくおん
ドリュウズ,通常,わざマシン,,すなじごく
ドリュウズ,通常,わざマシン,,つばめがえし
ドリュウズ,通常,わざマシン,,てっぺき
ドリュウズ,通常,わざマシン,,マッドショット
ドリュウズ,通常,わざマシン,,ロックブラスト
ドリュウズ,通常,わざマシン,,なげつける
ドリュウズ,通常,わざマシン,,どくづき
ドリュウズ,通常,わざマシン,,シザークロス
ドリュウズ,通常,わざマシン,,きあいだま
ドリュウズ,通常,わざマシン,,だいちのちから
ドリュウズ,通常,わざマシン,,ギガインパクト
ドリュウズ,通常,わざマシン,,シャドークロー
ドリュウズ,通常,わざマシン,,アイアンヘッド
ドリュウズ,通常,わざマシン,,ステルスロック
ドリュウズ,通常,レベルアップ,1,つめとぎ
ドリュウズ,通常,わざマシン,,じならし
ドリュウズ,通常,レベルアップ,46,ドリルライナー
ドリュウズ,通常,わざマシン,,ドリルライナー
ドリュウズ,通常,わざマシン,,10まんばりき
ドリュウズ,通常,わざマシン,,じごくづき
ドリュウズ,通常,わざマシン,,スマートホーン
ドリュウズ,通常,わざマシン,,じだんだ
ドリュウズ,通常,わざマシン,,てっていこうせん
ドリュウズ,通常,わざマシン,,ねっさのだいち
ドリュウズ,通常,わざマシン,,テラバースト
ドッコラー,通常,レベルアップ,1,はたく
ドッコラー,通常,わざマシン,,ほのおのパンチ
ドッコラー,通常,わざマシン,,れいとうパンチ
ドッコラー,通常,わざマシン,,かみなりパンチ
ドッコラー,通常,レベルアップ,24,たたきつける
ドッコラー,通常,わざマシン,,とっしん
ドッコラー,通常,わざマシン,,すてみタックル
ドッコラー,通常,レベルアップ,1,にらみつける
ドッコラー,通常,レベルアップ,4,けたぐり
ドッコラー,通常,わざマシン,,けたぐり
ドッコラー,通常,タマゴ,,カウンター
ドッコラー,通常,レベルアップ,8,いわおとし
ドッコラー,通常,わざマシン,,あなをほる
ドッコラー,通常,レベルアップ,12,きあいだめ
ドッコラー,通常,わざマシン,,ねむる
ドッコラー,通常,レベルアップ,20,いわなだれ
ドッコラー,通常,わざマシン,,いわなだれ
ドッコラー,通常,わざマシン,,みがわり
ドッコラー,通常,わざマシン,,どろぼう
ドッコラー,通常,わざマシン,,のろい
ドッコラー,通常,わざマシン,,きしかいせい
ドッコラー,通常,わざマシン,,まもる
ドッコラー,通常,タマゴ,,マッハパンチ
ドッコラー,通常,レベルアップ,28,こわいかお
ドッコラー,通常,わざマシン,,こわいかお
ドッコラー,通常,タマゴ,,みきり
ドッコラー,通常,わざマシン,,こらえる
ドッコラー,通常,わざマシン,,ねごと
ドッコラー,通常,レベルアップ,32,ばくれつパンチ
ドッコラー,通常,わざマシン,,あまごい
ドッコラー,通常,わざマシン,,にほんばれ
ドッコラー,通常,わざマシン,,からげんき
ドッコラー,通常,レベルアップ,48,きあいパンチ
ドッコラー,通常,わざマシン,,きあいパンチ
ドッコラー,通常,わざマシン,,ちょうはつ
ドッコラー,通常,わざマシン,,てだすけ
ドッコラー,通常,レベルアップ,44,ばかぢから
ドッコラー,通常,わざマシン,,かわらわり
ドッコラー,通常,わざマシン,,はたきおとす
ドッコラー,通常,わざマシン,,がんせきふうじ
ドッコラー,通常,レベルアップ,16,ビルドアップ
ドッコラー,通常,わざマシン,,ビルドアップ
ドッコラー,通常,レベルアップ,36,アームハンマー
ドッコラー,通常,わざマシン,,インファイト
ドッコラー,通常,わざマシン,,なげつける
ドッコラー,通常,わざマシン,,どくづき
ドッコラー,通常,わざマシン,,ドレインパンチ
ドッコラー,通常,わざマシン,,きあいだま
ドッコラー,通常,タマゴ,,きりばらい
ドッコラー,通常,レベルアップ,40,ストーンエッジ
ドッコラー,通常,わざマシン,,ストーンエッジ
ドッコラー,通常,わざマシン,,くさむすび
ドッコラー,通常,タマゴ,,ワイドガード
ドッコラー,通常,わざマシン,,うちおとす
ドッコラー,通常,わざマシン,,ローキック
ドッコラー,通常,わざマシン,,コーチング
ドッコラー,通常,わざマシン,,テラバースト
ドテッコツ,通常,レベルアップ,1,はたく
ドテッコツ,通常,わざマシン,,ほのおのパンチ
ドテッコツ,通常,わざマシン,,れいとうパンチ
ドテッコツ,通常,わざマシン,,かみなりパンチ
ドテッコツ,通常,レベルアップ,24,たたきつける
ドテッコツ,通常,わざマシン,,とっしん
ドテッコツ,通常,わざマシン,,すてみタックル
ドテッコツ,通常,レベルアップ,1,にらみつける
ドテッコツ,通常,レベルアップ,1,けたぐり
ドテッコツ,通常,わざマシン,,けたぐり
ドテッコツ,通常,タマゴ,,カウンター
ドテッコツ,通常,レベルアップ,1,いわおとし
ドテッコツ,通常,わざマシン,,あなをほる
ドテッコツ,通常,レベルアップ,12,きあいだめ
ドテッコツ,通常,わざマシン,,ねむる
ドテッコツ,通常,レベルアップ,20,いわなだれ
ドテッコツ,通常,わざマシン,,いわなだれ
ドテッコツ,通常,わざマシン,,みがわり
ドテッコツ,通常,わざマシン,,どろぼう
ドテッコツ,通常,わざマシン,,のろい
ドテッコツ,通常,わざマシン,,きしかいせい
ドテッコツ,通常,わざマシン,,まもる
ドテッコツ,通常,タマゴ,,マッハパンチ
ドテッコツ,通常,レベルアップ,30,こわいかお
ドテッコツ,通常,わざマシン,,こわいかお
ドテッコツ,通常,タマゴ,,みきり
ドテッコツ,通常,わざマシン,,こらえる
ドテッコツ,通常,わざマシン,,ねごと
ドテッコツ,通常,レベルアップ,36,ばくれつパンチ
ドテッコツ,通常,わざマシン,,あまごい
ドテッコツ,通常,わざマシン,,にほんばれ
ドテッコツ,通常,わざマシン,,からげんき
ドテッコツ,通常,レベルアップ,60,きあいパンチ
ドテッコツ,通常,わざマシン,,きあいパンチ
ドテッコツ,通常,わざマシン,,ちょうはつ
ドテッコツ,通常,わざマシン,,てだすけ
ドテッコツ,通常,レベルアップ,54,ばかぢから
ドテッコツ,通常,わざマシン,,かわらわり
ドテッコツ,通常,わざマシン,,はたきおとす
ドテッコツ,通常,わざマシン,,がんせきふうじ
ドテッコツ,通常,レベルアップ,16,ビルドアップ
ドテッコツ,通常,わざマシン,,ビルドアップ
ドテッコツ,通常,レベルアップ,42,アームハンマー
ドテッコツ,通常,わざマシン,,インファイト
ドテッコツ,通常,わざマシン,,なげつける
ドテッコツ,通常,わざマシン,,どくづき
ドテッコツ,通常,わざマシン,,ドレインパンチ
ドテッコツ,通常,わざマシン,,きあいだま
ドテッコツ,通常,タマゴ,,きりばらい
ドテッコツ,通常,レベルアップ,48,ストーンエッジ
ドテッコツ,通常,わざマシン,,ストーンエッジ
ドテッコツ,通常,わざマシン,,くさむすび
ドテッコツ,通常,タマゴ,,ワイドガード
ドテッコツ,通常,わざマシン,,うちおとす
ドテッコツ,通常,わざマシン,,ローキック
ドテッコツ,通常,わざマシン,,10まんばりき
ドテッコツ,通常,わざマシン,,コーチング
ドテッコツ,通常,わざマシン,,テラバースト
ローブシン,通常,レベルアップ,1,はたく
ローブシン,通常,わざマシン,,ほのおのパンチ
ローブシン,通常,わざマシン,,れいとうパンチ
ローブシン,通常,わざマシン,,かみなりパンチ
ローブシン,通常,レベルアップ,24,たたきつける
ローブシン,通常,わざマシン,,のしかかり
ローブシン,通常,わざマシン,,とっしん
ローブシン,通常,わざマシン,,すてみタックル
ローブシン,通常,レベルアップ,1,にらみつける
ローブシン,通常,わざマシン,,はかいこうせん
ローブシン,通常,レベルアップ,1,けたぐり
ローブシン,通常,わざマシン,,けたぐり
ローブシン,通常,タマゴ,,カウンター
ローブシン,通常,レベルアップ,1,いわおとし
ローブシン,通常,わざマシン,,じしん
ローブシン,通常,わざマシン,,あなをほる
ローブシン,通常,レベルアップ,12,きあいだめ
ローブシン,通常,わざマシン,,ねむる
ローブシン,通常,レベルアップ,20,いわなだれ
ローブシン,通常,わざマシン,,いわなだれ
ローブシン,通常,わざマシン,,みがわり
ローブシン,通常,わざマシン,,どろぼう
ローブシン,通常,わざマシン,,のろい
ローブシン,通常,わざマシン,,きしかいせい
ローブシン,通常,わざマシン,,まもる
ローブシン,通常,タマゴ,,マッハパンチ
ローブシン,通常,レベルアップ,30,こわいかお
ローブシン,通常,わざマシン,,こわいかお
ローブシン,通常,タマゴ,,みきり
ローブシン,通常,わざマシン,,こらえる
ローブシン,通常,わざマシン,,ねごと
ローブシン,通常,レベルアップ,36,ばくれつパンチ
ローブシン,通常,わざマシン,,あまごい
ローブシン,通常,わざマシン,,にほんばれ
ローブシン,通常,わざマシン,,からげんき
ローブシン,通常,レベルアップ,60,きあいパンチ
ローブシン,通常,わざマシン,,きあいパンチ
ローブシン,通常,わざマシン,,ちょうはつ
ローブシン,通常,わざマシン,,てだすけ
ローブシン,通常,レベルアップ,54,ばかぢから
ローブシン,通常,わざマシン,,かわらわり
ローブシン,通常,わざマシン,,はたきおとす
ローブシン,通常,わざマシン,,がんせきふうじ
ローブシン,通常,レベルアップ,16,ビルドアップ
ローブシン,通常,わざマシン,,ビルドアップ
ローブシン,通常,わざマシン,,ロックブラスト
ローブシン,通常,レベルアップ,42,アームハンマー
ローブシン,通常,わざマシン,,インファイト
ローブシン,通常,わざマシン,,なげつける
ローブシン,通常,わざマシン,,どくづき
ローブシン,通常,わざマシン,,ドレインパンチ
ローブシン,通常,わざマシン,,きあいだま
ローブシン,通常,わざマシン,,ギガインパクト
ローブシン,通常,タマゴ,,きりばらい
ローブシン,通常,レベルアップ,48,ストーンエッジ
ローブシン,通常,わざマシン,,ストーンエッジ
ローブシン,通常,わざマシン,,くさむすび
ローブシン,通常,タマゴ,,ワイドガード
ローブシン,通常,わざマシン,,うちおとす
ローブシン,通常,わざマシン,,ローキック
ローブシン,通常,わざマシン,,じならし
ローブシン,通常,わざマシン,,10まんばりき
ローブシン,通常,わざマシン,,じだんだ
ローブシン,通常,わざマシン,,コーチング
ローブシン,通常,わざマシン,,テラバースト
ローブシン,通常,わざマシン,,ハードプレス
ローブシン,通常,わざマシン,,はやてがえし
クルミル,通常,レベルアップ,1,たいあたり
クルミル,通常,わざマシン,,とっしん
クルミル,通常,レベルアップ,15,はっぱカッター
クルミル,通常,わざマシン,,ソーラービーム
クルミル,通常,レベルアップ,1,いとをはく
クルミル,通常,タマゴ,,いやなおと
クルミル,通常,わざマシン,,ねむる
クルミル,通常,わざマシン,,みがわり
クルミル,通常,タマゴ,,いびき
クルミル,通常,レベルアップ,43,じたばた
クルミル,通常,わざマシン,,まもる
クルミル,通常,わざマシン,,ギガドレイン
クルミル,通常,レベルアップ,29,こらえる
クルミル,通常,わざマシン,,こらえる
クルミル,通常,わざマシン,,あまえる
クルミル,通常,わざマシン,,ねごと
クルミル,通常,わざマシン,,バトンタッチ
クルミル,通常,タマゴ,,こうごうせい
クルミル,通常,わざマシン,,あまごい
クルミル,通常,わざマシン,,にほんばれ
クルミル,通常,わざマシン,,からげんき
クルミル,通常,わざマシン,,てっぺき
クルミル,通常,わざマシン,,マジカルリーフ
クルミル,通常,タマゴ,,なやみのタネ
クルミル,通常,わざマシン,,タネばくだん
クルミル,通常,レベルアップ,36,むしのさざめき
クルミル,通常,わざマシン,,むしのさざめき
クルミル,通常,わざマシン,,エナジーボール
クルミル,通常,タマゴ,,すりかえ
クルミル,通常,わざマシン,,くさむすび
クルミル,通常,レベルアップ,8,むしくい
クルミル,通常,わざマシン,,むしくい
クルミル,通常,レベルアップ,22,むしのていこう
クルミル,通常,わざマシン,,むしのていこう
クルミル,通常,わざマシン,,エレキネット
クルミル,通常,レベルアップ,31,ねばねばネット
クルミル,通常,わざマシン,,グラスフィールド
クルミル,通常,わざマシン,,とびかかる
クルミル,通常,わざマシン,,グラススライダー
クルミル,通常,わざマシン,,はいよるいちげき
クルミル,通常,わざマシン,,テラバースト
クルミル,通常,わざマシン,,とびつく
クルミル,通常,わざマシン,,くさわけ
クルマユ,通常,レベルアップ,1,たいあたり
クルマユ,通常,わざマシン,,とっしん
クルマユ,通常,レベルアップ,1,はっぱカッター
クルマユ,通常,わざマシン,,ソーラービーム
クルマユ,通常,レベルアップ,1,いとをはく
クルマユ,通常,タマゴ,,いやなおと
クルマユ,通常,わざマシン,,ひかりのかべ
クルマユ,通常,わざマシン,,ねむる
クルマユ,通常,わざマシン,,みがわり
クルマユ,通常,タマゴ,,いびき
クルマユ,通常,レベルアップ,43,じたばた
クルマユ,通常,レベルアップ,0,まもる
クルマユ,通常,わざマシン,,まもる
クルマユ,通常,わざマシン,,ギガドレイン
クルマユ,通常,レベルアップ,29,こらえる
クルマユ,通常,わざマシン,,こらえる
クルマユ,通常,わざマシン,,あまえる
クルマユ,通常,わざマシン,,ねごと
クルマユ,通常,わざマシン,,バトンタッチ
クルマユ,通常,タマゴ,,こうごうせい
クルマユ,通常,わざマシン,,あまごい
クルマユ,通常,わざマシン,,にほんばれ
クルマユ,通常,わざマシン,,からげんき
クルマユ,通常,わざマシン,,てっぺき
クルマユ,通常,わざマシン,,マジカルリーフ
クルマユ,通常,タマゴ,,なやみのタネ
クルマユ,通常,わざマシン,,タネばくだん
クルマユ,通常,レベルアップ,36,むしのさざめき
クルマユ,通常,わざマシン,,むしのさざめき
クルマユ,通常,わざマシン,,エナジーボール
クルマユ,通常,タマゴ,,すりかえ
クルマユ,通常,わざマシン,,くさむすび
クルマユ,通常,レベルアップ,1,むしくい
クルマユ,通常,わざマシン,,むしくい
クルマユ,通常,レベルアップ,22,むしのていこう
クルマユ,通常,わざマシン,,むしのていこう
クルマユ,通常,わざマシン,,エレキネット
クルマユ,通常,レベルアップ,31,ねばねばネット
クルマユ,通常,わざマシン,,グラスフィールド
クルマユ,通常,わざマシン,,とびかかる
クルマユ,通常,わざマシン,,グラススライダー
クルマユ,通常,わざマシン,,はいよるいちげき
クルマユ,通常,わざマシン,,テラバースト
クルマユ,通常,わざマシン,,とびつく
クルマユ,通常,わざマシン,,くさわけ
ハハコモリ,通常,レベルアップ,46,つるぎのまい
ハハコモリ,通常,わざマシン,,つるぎのまい
ハハコモリ,通常,レベルアップ,1,たいあたり
ハハコモリ,通常,わざマシン,,とっしん
ハハコモリ,通常,わざマシン,,はかいこうせん
ハハコモリ,通常,わざマシン,,けたぐり
ハハコモリ,通常,レベルアップ,1,はっぱカッター
ハハコモリ,通常,わざマシン,,ソーラービーム
ハハコモリ,通常,レベルアップ,1,いとをはく
ハハコモリ,通常,わざマシン,,こうそくいどう
ハハコモリ,通常,タマゴ,,いやなおと
ハハコモリ,通常,わざマシン,,ひかりのかべ
ハハコモリ,通常,わざマシン,,リフレクター
ハハコモリ,通常,わざマシン,,ねむる
ハハコモリ,通常,レベルアップ,0,きりさく
ハハコモリ,通常,わざマシン,,みがわり
ハハコモリ,通常,タマゴ,,いびき
ハハコモリ,通常,わざマシン,,まもる
ハハコモリ,通常,わざマシン,,ギガドレイン
ハハコモリ,通常,わざマシン,,こらえる
ハハコモリ,通常,わざマシン,,あまえる
ハハコモリ,通常,レベルアップ,1,みねうち
ハハコモリ,通常,わざマシン,,みねうち
ハハコモリ,通常,わざマシン,,ねごと
ハハコモリ,通常,わざマシン,,バトンタッチ
ハハコモリ,通常,タマゴ,,こうごうせい
ハハコモリ,通常,わざマシン,,あまごい
ハハコモリ,通常,わざマシン,,にほんばれ
ハハコモリ,通常,わざマシン,,からげんき
ハハコモリ,通常,レベルアップ,32,てだすけ
ハハコモリ,通常,わざマシン,,てだすけ
ハハコモリ,通常,わざマシン,,はたきおとす
ハハコモリ,通常,わざマシン,,タネマシンガン
ハハコモリ,通常,わざマシン,,てっぺき
ハハコモリ,通常,わざマシン,,マジカルリーフ
ハハコモリ,通常,わざマシン,,めいそう
ハハコモリ,通常,レベルアップ,36,リーフブレード
ハハコモリ,通常,タマゴ,,なやみのタネ
ハハコモリ,通常,わざマシン,,どくづき
ハハコモリ,通常,わざマシン,,タネばくだん
ハハコモリ,通常,わざマシン,,エアスラッシュ
ハハコモリ,通常,レベルアップ,39,シザークロス
ハハコモリ,通常,わざマシン,,シザークロス
ハハコモリ,通常,わざマシン,,むしのさざめき
ハハコモリ,通常,わざマシン,,エナジーボール
ハハコモリ,通常,タマゴ,,すりかえ
ハハコモリ,通常,わざマシン,,ギガインパクト
ハハコモリ,通常,わざマシン,,シャドークロー
ハハコモリ,通常,レベルアップ,50,リーフストーム
ハハコモリ,通常,わざマシン,,リーフストーム
ハハコモリ,通常,わざマシン,,くさむすび
ハハコモリ,通常,タマゴ,,むしくい
ハハコモリ,通常,わざマシン,,むしくい
ハハコモリ,通常,レベルアップ,43,なかまづくり
ハハコモリ,通常,レベルアップ,22,むしのていこう
ハハコモリ,通常,わざマシン,,むしのていこう
ハハコモリ,通常,わざマシン,,エレキネット
ハハコモリ,通常,レベルアップ,29,とどめばり
ハハコモリ,通常,わざマシン,,グラスフィールド
ハハコモリ,通常,わざマシン,,じごくづき
ハハコモリ,通常,わざマシン,,かふんだんご
ハハコモリ,通常,わざマシン,,とびかかる
ハハコモリ,通常,わざマシン,,グラススライダー
ハハコモリ,通常,わざマシン,,はいよるいちげき
ハハコモリ,通常,わざマシン,,トリプルアクセル
